filename,para_id,sent_id,raw_text,tokenized_text,tokenized_pos,label
cd05,1,2,"the/at difference/nn between/in Mr./np Parker/np and/cc the/at Association/nn-tl is/bez a/at difference/nn between/in no/at Christianity/np and/cc Christianity/np ''/'' --/-- despite/in these/dts supposed/vbn conclusive/jj assurances/nns ,/, the/at modern/jj liberal/nn heaves/vbz repeatedly/rb a/at sigh/nn of/in relief/nn ,/, of/in positive/jj thanksgiving/nn ,/, that/cs the/at Association/nn-tl never/rb quite/rb brought/vbd itself/ppl officially/rb to/to expel/vb Parker/np ./.","the difference between Mr. Parker and the Association is a difference between no Christianity and Christianity '' -- despite these supposed conclusive assurances , the modern liberal heaves repeatedly a sigh of relief , of positive thanksgiving , that the Association never quite brought itself officially to expel Parker .","at nn in np np cc at nn-tl bez at nn in at np cc np '' -- in dts vbn jj nns , at jj nn vbz rb at nn in nn , in jj nn , cs at nn-tl rb rb vbd ppl rb to vb np .",religion
cd05,1,3,"Had/hvd it/pps done/vbn so/rb ,/, the/at blot/nn on/in its/pp$ escutcheon/nn would/md have/hv remained/vbn indelible/jj ,/, nor/cc could/md the/at Harvard/np-tl Divinity/nn-tl School/nn-tl assemble/vb today/nr to/to honor/vb Parker's/np$ insurgence/nn other/ap than/in by/in getting/vbg down/rp on/in its/pp$ collective/jj knees/nns and/cc crying/vbg ``/`` peccavi/fw-vbd ''/'' ./.","Had it done so , the blot on its escutcheon would have remained indelible , nor could the Harvard Divinity School assemble today to honor Parker's insurgence other than by getting down on its collective knees and crying `` peccavi '' .","hvd pps vbn rb , at nn in pp$ nn md hv vbn jj , cc md at np-tl nn-tl nn-tl vb nr to vb np$ nn ap in in vbg rp in pp$ jj nns cc vbg `` fw-vbd '' .",religion
cd05,2,0,"Happily/rb for/in posterity/nn ,/, then/rb ,/, the/at Boston/np-tl Association/nn-tl did/dod not/* actually/rb command/vb Parker/np to/to leave/vb the/at room/nn ,/, though/cs it/pps came/vbd too/ql close/rb for/in comfort/nn to/in what/wdt would/md have/hv been/ben an/at unforgivable/jj brutality/nn ./.","Happily for posterity , then , the Boston Association did not actually command Parker to leave the room , though it came too close for comfort to what would have been an unforgivable brutality .","rb in nn , rb , at np-tl nn-tl dod * rb vb np to vb at nn , cs pps vbd ql rb in nn in wdt md hv ben at jj nn .",religion
cd05,2,1,"Fortunately/rb ,/, the/at honor/nn of/in the/at denomination/nn can/md attest/vb that/cs Cyrus/np Bartol/np defended/vbd Parker's/np$ sincerity/nn ,/, as/cs did/dod also/rb Gannett/np and/cc Chandler/np Robbins/np ;/. ;/.","Fortunately , the honor of the denomination can attest that Cyrus Bartol defended Parker's sincerity , as did also Gannett and Chandler Robbins ; ;","rb , at nn in at nn md vb cs np np vbd np$ nn , cs dod rb np cc np np . .",religion
cd05,2,2,"whereupon/cs Parker/np broke/vbd down/rp into/in convulsions/nns of/in weeping/vbg and/cc rushed/vbd out/in of/in the/at room/nn ,/, though/cs not/* out/in of/in the/at Fellowship/nn-tl ./.","whereupon Parker broke down into convulsions of weeping and rushed out of the room , though not out of the Fellowship .","cs np vbd rp in nns in vbg cc vbd in in at nn , cs * in in at nn-tl .",religion
cd05,2,3,"In/in the/at hall/nn ,/, after/in adjournment/nn ,/, Dr./nn-tl Frothingham/np took/vbd him/ppo warmly/rb by/in the/at hand/nn and/cc requested/vbd Parker/np to/to visit/vb him/ppo --/-- whereupon/cs our/pp$ burly/jj Theodore/np again/rb burst/vbd into/in tears/nns ./.","In the hall , after adjournment , Dr. Frothingham took him warmly by the hand and requested Parker to visit him -- whereupon our burly Theodore again burst into tears .","in at nn , in nn , nn-tl np vbd ppo rb in at nn cc vbd np to vb ppo -- cs pp$ jj np rb vbd in nns .",religion
cd05,3,0,"All/abn this/dt near/jj tragedy/nn ,/, which/wdt to/in us/ppo borders/vbz on/in comedy/nn ,/, enables/vbz us/ppo to/to tell/vb the/at story/nn over/rp and/cc over/rp again/rb ,/, always/rb warming/vbg ourselves/ppls with/in a/at glow/nn of/in complacency/nn ./.","All this near tragedy , which to us borders on comedy , enables us to tell the story over and over again , always warming ourselves with a glow of complacency .","abn dt jj nn , wdt in ppo vbz in nn , vbz ppo to vb at nn rp cc rp rb , rb vbg ppls in at nn in nn .",religion
cd05,3,1,"It/pps was/bedz indeed/rb a/at near/jj thing/nn ,/, but/cc somehow/rb the/at inherent/jj decency/nn of/in New/jj-tl England/np-tl (/( which/wdt we/ppss inherit/vb )/) did/dod triumph/vb ./.","It was indeed a near thing , but somehow the inherent decency of New England ( which we inherit ) did triumph .","pps bedz rb at jj nn , cc rb at jj nn in jj-tl np-tl ( wdt ppss vb ) dod vb .",religion
cd05,3,2,Parker/np was/bedz never/rb excommunicated/vbn ./.,Parker was never excommunicated .,np bedz rb vbn .,religion
cd05,3,3,"To/in the/at extent/nn that/cs he/pps was/bedz ostracized/vbn or/cc even/rb reviled/vbn ,/, we/ppss solace/vb ourselves/ppls by/in saying/vbg he/pps asked/vbd for/in it/ppo ./.","To the extent that he was ostracized or even reviled , we solace ourselves by saying he asked for it .","in at nn cs pps bedz vbn cc rb vbn , ppss vb ppls in vbg pps vbd in ppo .",religion
cd05,3,4,"Yet/rb ,/, even/rb after/in all/abn these/dts stratagems/nns ,/, the/at conscience/nn of/in Christian/jj liberality/nn is/bez still/rb not/* laid/vbn to/in rest/nn ,/, any/dti more/ap than/cs is/bez the/at conscience/nn of/in Harvard/np-tl University/nn-tl for/in having/hvg done/vbn the/at abject/jj penance/nn for/in its/pp$ rejection/nn of/in Ralph/np Waldo/np Emerson's/np$ The/at-tl Divinity/nn-tl School/nn-tl Address/nn-tl of/in naming/vbg its/pp$ hall/nn of/in philosophy/nn after/in him/ppo ./.","Yet , even after all these stratagems , the conscience of Christian liberality is still not laid to rest , any more than is the conscience of Harvard University for having done the abject penance for its rejection of Ralph Waldo Emerson's The Divinity School Address of naming its hall of philosophy after him .","rb , rb in abn dts nns , at nn in jj nn bez rb * vbn in nn , dti ap cs bez at nn in np-tl nn-tl in hvg vbn at jj nn in pp$ nn in np np np$ at-tl nn-tl nn-tl nn-tl in vbg pp$ nn in nn in ppo .",religion
cd05,3,5,"In/in both/abx cases/nns the/at stubborn/jj fact/nn remains/vbz :/: liberalism/nn gave/vbd birth/nn to/in two/cd brilliant/jj apostates/nns ,/, both/abx legitimate/jj offspring/nns of/in its/pp$ loins/nns ,/, and/cc when/wrb brought/vbn to/in the/at test/nn ,/, it/pps behaved/vbd shabbily/rb ./.","In both cases the stubborn fact remains : liberalism gave birth to two brilliant apostates , both legitimate offspring of its loins , and when brought to the test , it behaved shabbily .","in abx nns at jj nn vbz : nn vbd nn in cd jj nns , abx jj nns in pp$ nns , cc wrb vbn in at nn , pps vbd rb .",religion
cd05,3,6,Suppose/vb they/ppss both/abx had/hvd ventured/vbn into/in realms/nns which/wdt their/pp$ colleagues/nns thought/vbd infidel/jj :/: is/bez this/dt the/at way/nn gentlemen/nns settle/vb frank/jj differences/nns of/in opinion/nn ?/. ?/.,Suppose they both had ventured into realms which their colleagues thought infidel : is this the way gentlemen settle frank differences of opinion ? ?,vb ppss abx hvd vbn in nns wdt pp$ nns vbd jj : bez dt at nn nns vb jj nns in nn . .,religion
cd05,3,7,Is/bez it/pps after/in all/abn possible/jj that/cs no/at matter/nn how/wrb the/at liberals/nns trumpet/vb their/pp$ confidence/nn in/in human/jj dignity/nn they/ppss are/ber exposed/vbn to/in a/at contagion/nn of/in fear/nn more/ql insidious/jj than/cs any/dti conservative/nn has/hvz ever/rb to/to worry/vb about/in ?/. ?/.,Is it after all possible that no matter how the liberals trumpet their confidence in human dignity they are exposed to a contagion of fear more insidious than any conservative has ever to worry about ? ?,bez pps in abn jj cs at nn wrb at nns vb pp$ nn in jj nn ppss ber vbn in at nn in nn ql jj cs dti nn hvz rb to vb in . .,religion
cd05,4,0,"However/rb ,/, there/ex is/bez a/at crucial/jj difference/nn between/in the/at two/cd histories/nns ./.","However , there is a crucial difference between the two histories .","rb , ex bez at jj nn in at cd nns .",religion
cd05,4,1,"Emerson/np evaded/vbd the/at problem/nn by/in shoving/vbg it/ppo aside/rb ,/, or/cc rather/rb by/in leaving/vbg it/ppo behind/in him/ppo :/: he/pps walked/vbd out/in of/in the/at Unitarian/jj communion/nn ,/, so/cs that/cs it/pps could/md lick/vb the/at wound/nn of/in his/pp$ departure/nn ,/, preserve/vb its/pp$ self-respect/nn and/cc eventually/rb accord/vb him/ppo pious/jj veneration/nn ./.","Emerson evaded the problem by shoving it aside , or rather by leaving it behind him : he walked out of the Unitarian communion , so that it could lick the wound of his departure , preserve its self-respect and eventually accord him pious veneration .","np vbd at nn in vbg ppo rb , cc rb in vbg ppo in ppo : pps vbd in in at jj nn , cs cs pps md vb at nn in pp$ nn , vb pp$ nn cc rb vb ppo jj nn .",religion
cd05,4,2,"Parker/np insisted/vbd upon/in not/* resigning/vbg ,/, even/rb when/wrb the/at majority/nn wanted/vbd him/ppo to/to depart/vb ,/, upon/in daring/vbg the/at Fellowship/nn-tl to/to throw/vb him/ppo out/rp ./.","Parker insisted upon not resigning , even when the majority wanted him to depart , upon daring the Fellowship to throw him out .","np vbd in * vbg , rb wrb at nn vbd ppo to vb , in vbg at nn-tl to vb ppo rp .",religion
cd05,4,3,"Hence/rb he/pps was/bedz in/in his/pp$ lifetime/nn ,/, as/cs is/bez the/at memory/nn of/in him/ppo afterwards/rb ,/, a/at canker/nn within/in the/at liberal/jj sensitivity/nn ./.","Hence he was in his lifetime , as is the memory of him afterwards , a canker within the liberal sensitivity .","rb pps bedz in pp$ nn , cs bez at nn in ppo rb , at nn in at jj nn .",religion
cd05,4,4,"He/pps still/rb points/vbz an/at accusing/vbg finger/nn at/in all/abn of/in us/ppo ,/, telling/vbg us/ppo we/ppss have/hv neither/cc the/at courage/nn to/to support/vb him/ppo nor/cc the/at energy/nn to/to cut/vb his/pp$ throat/nn ./.","He still points an accusing finger at all of us , telling us we have neither the courage to support him nor the energy to cut his throat .","pps rb vbz at vbg nn in abn in ppo , vbg ppo ppss hv cc at nn to vb ppo cc at nn to vb pp$ nn .",religion
cd05,5,0,"Actually/rb ,/, the/at dispute/nn between/in Parker/np and/cc the/at society/nn of/in his/pp$ time/nn ,/, both/abx ecclesiastical/jj and/cc social/jj ,/, was/bedz a/at real/jj one/cd ,/, a/at bitter/jj one/cd ./.","Actually , the dispute between Parker and the society of his time , both ecclesiastical and social , was a real one , a bitter one .","rb , at nn in np cc at nn in pp$ nn , abx jj cc jj , bedz at jj cd , at jj cd .",religion
cd05,5,1,It/pps cannot/md* be/be smoothed/vbn over/rp by/in now/rb cherishing/vbg his/pp$ sarcasms/nns as/cs delightful/jj bits/nns of/in self-deprecation/nn or/cc by/in solemnly/rb calling/vbg for/in a/at reconsideration/nn of/in the/at justice/nn of/in the/at objections/nns to/in him/ppo ./.,It cannot be smoothed over by now cherishing his sarcasms as delightful bits of self-deprecation or by solemnly calling for a reconsideration of the justice of the objections to him .,pps md* be vbn rp in rb vbg pp$ nns cs jj nns in nn cc in rb vbg in at nn in at nn in at nns in ppo .,religion
cd05,5,2,"The/at fact/nn is/bez incontestable/jj :/: that/dt liberal/jj world/nn of/in Unitarian/jj Boston/np was/bedz narrow-minded/jj ,/, intellectually/rb sterile/jj ,/, smug/jj ,/, afraid/jj of/in the/at logical/jj consequences/nns of/in its/pp$ own/jj mild/jj ventures/nns into/in iconoclasm/nn ,/, and/cc quite/ql prepared/vbn to/to resort/vb to/in hysterical/jj repressions/nns when/wrb its/pp$ brittle/jj foundations/nns were/bed threatened/vbn ./.","The fact is incontestable : that liberal world of Unitarian Boston was narrow-minded , intellectually sterile , smug , afraid of the logical consequences of its own mild ventures into iconoclasm , and quite prepared to resort to hysterical repressions when its brittle foundations were threatened .","at nn bez jj : dt jj nn in jj np bedz jj , rb jj , jj , jj in at jj nns in pp$ jj jj nns in nn , cc ql vbn to vb in jj nns wrb pp$ jj nns bed vbn .",religion
cd05,5,3,"Parker/np ,/, along/rb with/in Garrison/np and/cc Charles/np Sumner/np ,/, showed/vbd a/at magnificent/jj moral/jj bravery/nn when/wrb facing/vbg mobs/nns mobilized/vbn in/in defense/nn of/in the/at Mexican/jj-tl War/nn-tl and/cc slavery/nn ./.","Parker , along with Garrison and Charles Sumner , showed a magnificent moral bravery when facing mobs mobilized in defense of the Mexican War and slavery .","np , rb in np cc np np , vbd at jj jj nn wrb vbg nns vbn in nn in at jj-tl nn-tl cc nn .",religion
cd05,5,4,"Nevertheless/rb ,/, we/ppss can/md find/vb reasons/nns for/in respecting/vbg even/rb the/at bigotry/nn of/in the/at populace/nn ;/. ;/.","Nevertheless , we can find reasons for respecting even the bigotry of the populace ; ;","rb , ppss md vb nns in vbg rb at nn in at nn . .",religion
cd05,5,5,"their/pp$ passions/nns were/bed genuine/jj ,/, and/cc the/at division/nn between/in them/ppo and/cc the/at abolitionists/nns is/bez clear-cut/jj ./.","their passions were genuine , and the division between them and the abolitionists is clear-cut .","pp$ nns bed jj , cc at nn in ppo cc at nns bez jj .",religion
cd05,5,6,"But/cc Parker/np as/cs the/at ultra-liberal/jj minister/nn within/in the/at pale/nn of/in a/at church/nn which/wdt had/hvd proclaimed/vbn itself/ppl the/at repository/nn of/in liberality/nn poses/vbz a/at different/jj problem/nn ,/, which/wdt is/bez not/* to/to be/be resolved/vbn by/in holding/vbg him/ppo up/rp as/cs the/at champion/nn of/in freedom/nn ./.","But Parker as the ultra-liberal minister within the pale of a church which had proclaimed itself the repository of liberality poses a different problem , which is not to be resolved by holding him up as the champion of freedom .","cc np cs at jj nn in at nn in at nn wdt hvd vbn ppl at nn in nn vbz at jj nn , wdt bez * to be vbn in vbg ppo rp cs at nn in nn .",religion
cd05,5,7,"Even/rb though/cs his/pp$ theological/jj theses/nns have/hv become/vbn ,/, to/in us/ppo ,/, commonplaces/nns ,/, the/at fundamental/jj interrogation/nn he/pps phrased/vbd is/bez very/ql much/rb with/in us/ppo ./.","Even though his theological theses have become , to us , commonplaces , the fundamental interrogation he phrased is very much with us .","rb cs pp$ jj nns hv vbn , in ppo , nns , at jj nn pps vbd bez ql rb in ppo .",religion
cd05,5,8,"It/pps has/hvz been/ben endlessly/rb rephrased/vbn ,/, but/cc I/ppss may/md here/rb put/vb it/ppo thus/rb :/: at/in what/wdt point/nn do/do the/at tolerant/jj find/vb themselves/ppls obliged/vbn to/to become/vb intolerant/jj ?/. ?/.","It has been endlessly rephrased , but I may here put it thus : at what point do the tolerant find themselves obliged to become intolerant ? ?","pps hvz ben rb vbn , cc ppss md rb vb ppo rb : in wdt nn do at jj vb ppls vbn to vb jj . .",religion
cd05,5,9,"And/cc then/rb ,/, as/cs they/ppss become/vb aware/jj that/cs they/ppss have/hv reached/vbn the/at end/nn of/in their/pp$ patience/nn ,/, what/wdt do/do they/ppss ,/, to/in their/pp$ dismay/nn ,/, learn/vb for/in the/at first/od time/nn about/in themselves/ppls ?/. ?/.","And then , as they become aware that they have reached the end of their patience , what do they , to their dismay , learn for the first time about themselves ? ?","cc rb , cs ppss vb jj cs ppss hv vbn at nn in pp$ nn , wdt do ppss , in pp$ nn , vb in at od nn in ppls . .",religion
cd05,6,0,"There/ex can/md be/be no/at doubt/nn ,/, the/at Boston/np of/in that/dt era/nn could/md be/be exquisitely/ql cruel/jj in/in enforcing/vbg its/pp$ canons/nns of/in behavior/nn ./.","There can be no doubt , the Boston of that era could be exquisitely cruel in enforcing its canons of behavior .","ex md be at nn , at np in dt nn md be ql jj in vbg pp$ nns in nn .",religion
cd05,6,1,"The/at gentle/jj Channing/np ,/, revered/vbn by/in all/abn Bostonians/nps ,/, orthodox/jj or/cc Unitarian/jj ,/, wrote/vbd to/in a/at friend/nn in/in Louisville/np that/cs among/in its/pp$ many/ap virtues/nns Boston/np did/dod not/* abound/vb in/in a/at tolerant/jj spirit/nn ,/, that/cs the/at yoke/nn of/in opinion/nn crushed/vbd individuality/nn of/in judgment/nn and/cc action/nn :/: ``/`` No/at city/nn in/in the/at world/nn is/bez governed/vbn so/ql little/rb by/in a/at police/nn ,/, and/cc so/ql much/rb by/in mutual/jj inspections/nns and/cc what/wdt is/bez called/vbn public/jj sentiment/nn ./.","The gentle Channing , revered by all Bostonians , orthodox or Unitarian , wrote to a friend in Louisville that among its many virtues Boston did not abound in a tolerant spirit , that the yoke of opinion crushed individuality of judgment and action : `` No city in the world is governed so little by a police , and so much by mutual inspections and what is called public sentiment .","at jj np , vbn in abn nps , jj cc jj , vbd in at nn in np cs in pp$ ap nns np dod * vb in at jj nn , cs at nn in nn vbd nn in nn cc nn : `` at nn in at nn bez vbn ql rb in at nn , cc ql rb in jj nns cc wdt bez vbn jj nn .",religion
cd05,6,2,We/ppss stand/vb more/rbr in/in awe/nn of/in one/cd another/dt than/cs most/ap people/nns ./.,We stand more in awe of one another than most people .,ppss vb rbr in nn in cd dt cs ap nns .,religion
cd05,6,3,"Opinion/nn is/bez less/ql individual/jj or/cc runs/vbz more/rbr into/in masses/nns ,/, and/cc often/rb rules/vbz with/in a/at rod/nn of/in iron/nn ''/'' ./.","Opinion is less individual or runs more into masses , and often rules with a rod of iron '' .","nn bez ql jj cc vbz rbr in nns , cc rb vbz in at nn in nn '' .",religion
cd05,6,4,"Even/ql more/ql poignantly/rb ,/, and/cc with/in the/at insight/nn of/in a/at genius/nn ,/, Channing/np added/vbd --/-- remember/vb ,/, this/dt is/bez Channing/np ,/, not/* Parker/np !/. !/.","Even more poignantly , and with the insight of a genius , Channing added -- remember , this is Channing , not Parker ! !","ql ql rb , cc in at nn in at nn , np vbd -- vb , dt bez np , * np . .",religion
cd05,6,5,"--/-- that/cs should/md a/at minister/nn in/in Boston/np trust/vb himself/ppl to/in his/pp$ heart/nn ,/, should/md he/pps ``/`` speak/vb without/in book/nn ,/, and/cc consequently/rb break/vb some/dti law/nn of/in speech/nn ,/, or/cc be/be hurried/vbn into/in some/dti daring/vbg hyperbole/nn ,/, he/pps should/md find/vb little/ap mercy/nn ''/'' ./.","-- that should a minister in Boston trust himself to his heart , should he `` speak without book , and consequently break some law of speech , or be hurried into some daring hyperbole , he should find little mercy '' .","-- cs md at nn in np vb ppl in pp$ nn , md pps `` vb in nn , cc rb vb dti nn in nn , cc be vbn in dti vbg nn , pps md vb ap nn '' .",religion
cd05,7,0,Channing/np wrote/vbd this/dt --/-- in/in a/at letter/nn !/. !/.,Channing wrote this -- in a letter ! !,np vbd dt -- in at nn . .,religion
cd05,7,1,I/ppss think/vb it/ppo fair/jj to/to say/vb that/cs he/pps never/rb quite/rb reached/vbd such/jj candor/nn in/in his/pp$ sermons/nns ./.,I think it fair to say that he never quite reached such candor in his sermons .,ppss vb ppo jj to vb cs pps rb rb vbd jj nn in pp$ nns .,religion
cd05,7,2,"But/cc Theodore/np Parker/np ,/, commencing/vbg his/pp$ mission/nn to/in the/at world-at-large/nn ,/, disguised/vbn as/cs the/at minister/nn of/in a/at ``/`` twenty-eighth/od Congregational/jj-tl Church/nn-tl ''/'' which/wdt bore/vbd no/at resemblance/nn to/in the/at Congregational/jj-tl polities/nns descended/vbn from/in the/at founders/nns (/( among/in which/wdt were/bed still/rb the/at Unitarian/jj churches/nns )/) ,/, made/vbd explicit/jj from/in the/at beginning/nn that/cs the/at conflict/nn between/in him/ppo and/cc the/at Hunkerish/jj society/nn was/bedz not/* something/pn which/wdt could/md be/be evaporated/vbn into/in a/at genteel/jj difference/nn about/in clerical/jj decorum/nn ./.","But Theodore Parker , commencing his mission to the world-at-large , disguised as the minister of a `` twenty-eighth Congregational Church '' which bore no resemblance to the Congregational polities descended from the founders ( among which were still the Unitarian churches ) , made explicit from the beginning that the conflict between him and the Hunkerish society was not something which could be evaporated into a genteel difference about clerical decorum .","cc np np , vbg pp$ nn in at nn , vbn cs at nn in at `` od jj-tl nn-tl '' wdt vbd at nn in at jj-tl nns vbn in at nns ( in wdt bed rb at jj nns ) , vbd jj in at nn cs at nn in ppo cc at jj nn bedz * pn wdt md be vbn in at jj nn in jj nn .",religion
