filename,para_id,sent_id,raw_text,tokenized_text,tokenized_pos,label
cd05,1,2,"the/at difference/nn between/in Mr./np Parker/np and/cc the/at Association/nn-tl is/bez a/at difference/nn between/in no/at Christianity/np and/cc Christianity/np ''/'' --/-- despite/in these/dts supposed/vbn conclusive/jj assurances/nns ,/, the/at modern/jj liberal/nn heaves/vbz repeatedly/rb a/at sigh/nn of/in relief/nn ,/, of/in positive/jj thanksgiving/nn ,/, that/cs the/at Association/nn-tl never/rb quite/rb brought/vbd itself/ppl officially/rb to/to expel/vb Parker/np ./.","the difference between Mr. Parker and the Association is a difference between no Christianity and Christianity '' -- despite these supposed conclusive assurances , the modern liberal heaves repeatedly a sigh of relief , of positive thanksgiving , that the Association never quite brought itself officially to expel Parker .","at nn in np np cc at nn-tl bez at nn in at np cc np '' -- in dts vbn jj nns , at jj nn vbz rb at nn in nn , in jj nn , cs at nn-tl rb rb vbd ppl rb to vb np .",religion
cd05,1,3,"Had/hvd it/pps done/vbn so/rb ,/, the/at blot/nn on/in its/pp$ escutcheon/nn would/md have/hv remained/vbn indelible/jj ,/, nor/cc could/md the/at Harvard/np-tl Divinity/nn-tl School/nn-tl assemble/vb today/nr to/to honor/vb Parker's/np$ insurgence/nn other/ap than/in by/in getting/vbg down/rp on/in its/pp$ collective/jj knees/nns and/cc crying/vbg ``/`` peccavi/fw-vbd ''/'' ./.","Had it done so , the blot on its escutcheon would have remained indelible , nor could the Harvard Divinity School assemble today to honor Parker's insurgence other than by getting down on its collective knees and crying `` peccavi '' .","hvd pps vbn rb , at nn in pp$ nn md hv vbn jj , cc md at np-tl nn-tl nn-tl vb nr to vb np$ nn ap in in vbg rp in pp$ jj nns cc vbg `` fw-vbd '' .",religion
cd05,2,0,"Happily/rb for/in posterity/nn ,/, then/rb ,/, the/at Boston/np-tl Association/nn-tl did/dod not/* actually/rb command/vb Parker/np to/to leave/vb the/at room/nn ,/, though/cs it/pps came/vbd too/ql close/rb for/in comfort/nn to/in what/wdt would/md have/hv been/ben an/at unforgivable/jj brutality/nn ./.","Happily for posterity , then , the Boston Association did not actually command Parker to leave the room , though it came too close for comfort to what would have been an unforgivable brutality .","rb in nn , rb , at np-tl nn-tl dod * rb vb np to vb at nn , cs pps vbd ql rb in nn in wdt md hv ben at jj nn .",religion
cd05,2,1,"Fortunately/rb ,/, the/at honor/nn of/in the/at denomination/nn can/md attest/vb that/cs Cyrus/np Bartol/np defended/vbd Parker's/np$ sincerity/nn ,/, as/cs did/dod also/rb Gannett/np and/cc Chandler/np Robbins/np ;/. ;/.","Fortunately , the honor of the denomination can attest that Cyrus Bartol defended Parker's sincerity , as did also Gannett and Chandler Robbins ; ;","rb , at nn in at nn md vb cs np np vbd np$ nn , cs dod rb np cc np np . .",religion
cd05,2,2,"whereupon/cs Parker/np broke/vbd down/rp into/in convulsions/nns of/in weeping/vbg and/cc rushed/vbd out/in of/in the/at room/nn ,/, though/cs not/* out/in of/in the/at Fellowship/nn-tl ./.","whereupon Parker broke down into convulsions of weeping and rushed out of the room , though not out of the Fellowship .","cs np vbd rp in nns in vbg cc vbd in in at nn , cs * in in at nn-tl .",religion
cd05,2,3,"In/in the/at hall/nn ,/, after/in adjournment/nn ,/, Dr./nn-tl Frothingham/np took/vbd him/ppo warmly/rb by/in the/at hand/nn and/cc requested/vbd Parker/np to/to visit/vb him/ppo --/-- whereupon/cs our/pp$ burly/jj Theodore/np again/rb burst/vbd into/in tears/nns ./.","In the hall , after adjournment , Dr. Frothingham took him warmly by the hand and requested Parker to visit him -- whereupon our burly Theodore again burst into tears .","in at nn , in nn , nn-tl np vbd ppo rb in at nn cc vbd np to vb ppo -- cs pp$ jj np rb vbd in nns .",religion
cd05,3,0,"All/abn this/dt near/jj tragedy/nn ,/, which/wdt to/in us/ppo borders/vbz on/in comedy/nn ,/, enables/vbz us/ppo to/to tell/vb the/at story/nn over/rp and/cc over/rp again/rb ,/, always/rb warming/vbg ourselves/ppls with/in a/at glow/nn of/in complacency/nn ./.","All this near tragedy , which to us borders on comedy , enables us to tell the story over and over again , always warming ourselves with a glow of complacency .","abn dt jj nn , wdt in ppo vbz in nn , vbz ppo to vb at nn rp cc rp rb , rb vbg ppls in at nn in nn .",religion
cd05,3,1,"It/pps was/bedz indeed/rb a/at near/jj thing/nn ,/, but/cc somehow/rb the/at inherent/jj decency/nn of/in New/jj-tl England/np-tl (/( which/wdt we/ppss inherit/vb )/) did/dod triumph/vb ./.","It was indeed a near thing , but somehow the inherent decency of New England ( which we inherit ) did triumph .","pps bedz rb at jj nn , cc rb at jj nn in jj-tl np-tl ( wdt ppss vb ) dod vb .",religion
cd05,3,2,Parker/np was/bedz never/rb excommunicated/vbn ./.,Parker was never excommunicated .,np bedz rb vbn .,religion
cd05,3,3,"To/in the/at extent/nn that/cs he/pps was/bedz ostracized/vbn or/cc even/rb reviled/vbn ,/, we/ppss solace/vb ourselves/ppls by/in saying/vbg he/pps asked/vbd for/in it/ppo ./.","To the extent that he was ostracized or even reviled , we solace ourselves by saying he asked for it .","in at nn cs pps bedz vbn cc rb vbn , ppss vb ppls in vbg pps vbd in ppo .",religion
cd05,3,4,"Yet/rb ,/, even/rb after/in all/abn these/dts stratagems/nns ,/, the/at conscience/nn of/in Christian/jj liberality/nn is/bez still/rb not/* laid/vbn to/in rest/nn ,/, any/dti more/ap than/cs is/bez the/at conscience/nn of/in Harvard/np-tl University/nn-tl for/in having/hvg done/vbn the/at abject/jj penance/nn for/in its/pp$ rejection/nn of/in Ralph/np Waldo/np Emerson's/np$ The/at-tl Divinity/nn-tl School/nn-tl Address/nn-tl of/in naming/vbg its/pp$ hall/nn of/in philosophy/nn after/in him/ppo ./.","Yet , even after all these stratagems , the conscience of Christian liberality is still not laid to rest , any more than is the conscience of Harvard University for having done the abject penance for its rejection of Ralph Waldo Emerson's The Divinity School Address of naming its hall of philosophy after him .","rb , rb in abn dts nns , at nn in jj nn bez rb * vbn in nn , dti ap cs bez at nn in np-tl nn-tl in hvg vbn at jj nn in pp$ nn in np np np$ at-tl nn-tl nn-tl nn-tl in vbg pp$ nn in nn in ppo .",religion
cd05,3,5,"In/in both/abx cases/nns the/at stubborn/jj fact/nn remains/vbz :/: liberalism/nn gave/vbd birth/nn to/in two/cd brilliant/jj apostates/nns ,/, both/abx legitimate/jj offspring/nns of/in its/pp$ loins/nns ,/, and/cc when/wrb brought/vbn to/in the/at test/nn ,/, it/pps behaved/vbd shabbily/rb ./.","In both cases the stubborn fact remains : liberalism gave birth to two brilliant apostates , both legitimate offspring of its loins , and when brought to the test , it behaved shabbily .","in abx nns at jj nn vbz : nn vbd nn in cd jj nns , abx jj nns in pp$ nns , cc wrb vbn in at nn , pps vbd rb .",religion
cd05,3,6,Suppose/vb they/ppss both/abx had/hvd ventured/vbn into/in realms/nns which/wdt their/pp$ colleagues/nns thought/vbd infidel/jj :/: is/bez this/dt the/at way/nn gentlemen/nns settle/vb frank/jj differences/nns of/in opinion/nn ?/. ?/.,Suppose they both had ventured into realms which their colleagues thought infidel : is this the way gentlemen settle frank differences of opinion ? ?,vb ppss abx hvd vbn in nns wdt pp$ nns vbd jj : bez dt at nn nns vb jj nns in nn . .,religion
cd05,3,7,Is/bez it/pps after/in all/abn possible/jj that/cs no/at matter/nn how/wrb the/at liberals/nns trumpet/vb their/pp$ confidence/nn in/in human/jj dignity/nn they/ppss are/ber exposed/vbn to/in a/at contagion/nn of/in fear/nn more/ql insidious/jj than/cs any/dti conservative/nn has/hvz ever/rb to/to worry/vb about/in ?/. ?/.,Is it after all possible that no matter how the liberals trumpet their confidence in human dignity they are exposed to a contagion of fear more insidious than any conservative has ever to worry about ? ?,bez pps in abn jj cs at nn wrb at nns vb pp$ nn in jj nn ppss ber vbn in at nn in nn ql jj cs dti nn hvz rb to vb in . .,religion
